Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
799131,3,2.5,1713,1952,1,1.26,38015,59.96,4
999684,5,1.5,3698,1926,0,0.26,79647,54.28,9
688703,4,2.5,2138,1967,1,0.11,55231,28.24,2
576708,4,3.5,2487,1949,1,0.67,97579,27.14,8
999684,2,1.0,3722,1969,3,0.72,56546,24.21,6
253829,2,4.0,3000,1963,0,1.57,61055,4.22,9
169009,4,3.5,3409,1927,2,1.06,59577,95.67,9
999684,4,2.0,4469,1985,2,1.67,45169,43.26,4
630939,5,3.0,4352,1961,0,0.34,51709,10.37,1
414241,2,2.5,4430,1927,2,1.58,39415,45.8,5
999684,3,3.5,2514,2022,1,1.45,25685,56.23,1
866058,1,3.5,1834,1980,0,0.11,25963,25.77,7
493431,2,1.0,1152,1957,2,1.77,39698,38.82,6
295485,4,3.0,2909,2013,0,1.11,72415,86.86,4
999684,2,2.5,3855,2022,0,1.27,66400,15.7,4
999684,4,2.5,4971,1957,2,0.59,65450,32.58,2
873406,3,2.0,4208,1975,1,1.75,96962,0.19,5
999684,3,4.0,922,1927,3,0.42,60711,99.71,2
381539,1,3.5,3639,1957,3,1.51,81571,68.27,5
165107,3,2.0,869,1955,1,1.5,82607,47.89,6
571014,1,1.5,3418,1969,2,0.53,30578,28.65,7
786965,3,2.0,2624,1974,1,2.0,38842,27.21,6
910061,1,3.0,3185,1983,3,1.19,26531,41.57,4
658063,5,2.5,2189,1971,1,1.41,12170,63.6,6
999684,4,3.5,4818,1919,3,0.24,17297,18.7,5
260478,4,3.0,1673,1929,2,2.0,14163,35.99,5
999684,5,3.5,2981,1943,2,0.4,50794,74.0,2
592001,2,2.5,1514,1952,1,1.61,51787,95.65,2
999684,5,1.0,1686,2000,1,0.52,67219,64.97,6
928179,4,2.5,3533,1921,0,0.73,34448,30.25,6
999684,3,3.5,4997,1950,2,1.49,79152,44.86,3
999684,5,2.5,4997,1997,2,1.61,66437,61.19,8
972550,1,3.0,2462,1952,2,0.37,38299,40.93,9
999684,2,2.0,4037,1979,0,1.65,51119,69.81,9
999684,2,1.5,2981,1957,0,1.62,87093,28.3,4
839372,2,2.5,3300,1972,1,0.55,48648,95.77,4
991890,1,2.5,1938,1954,2,1.92,24096,46.8,7
885465,5,2.0,4011,1987,2,0.27,84279,31.15,7
999684,3,2.5,3704,1907,1,0.72,17391,66.35,2
492499,3,1.5,2372,1949,2,1.32,84891,21.13,4
999684,2,3.5,2612,1973,0,0.6,72830,53.58,7
692806,1,2.0,2277,1982,2,1.2,80783,89.67,3
273291,3,3.5,4048,2016,2,1.19,50286,14.3,3
656600,1,4.0,1075,1948,2,0.96,81826,83.62,4
574981,3,2.5,3001,2016,1,1.51,47595,12.15,4
999684,1,1.5,4291,1939,3,0.94,72740,72.94,1
704062,5,1.0,4997,2010,2,1.19,60929,22.07,7
693063,4,1.0,4997,1992,0,1.68,42827,83.63,3
167487,3,1.5,3092,1930,2,1.49,36209,32.73,6
685599,5,3.5,4161,1974,2,1.48,90752,39.06,5
175874,2,2.5,3900,1961,1,0.44,83396,22.3,2
204227,4,3.0,4997,1985,3,1.34,88961,0.19,1
909554,3,1.0,850,1954,2,0.59,23806,16.43,5
966930,3,1.5,1493,1951,0,0.37,35406,0.82,4
999684,5,3.0,4997,2012,2,1.02,44360,0.19,6
424294,4,2.5,3090,1959,1,0.57,90000,57.78,7
671730,3,2.5,2261,1992,2,1.49,48865,93.22,1
599534,1,3.0,850,1954,3,1.5,16458,99.71,4
370540,2,4.0,2042,2022,2,0.11,19151,15.85,8
999684,3,2.5,1389,1938,3,0.61,64869,46.16,9
999684,3,2.5,4997,1940,1,0.27,82024,82.85,1
781374,1,2.5,2320,2017,2,0.81,34541,11.56,8
750731,5,4.0,3709,1946,2,1.31,31803,83.97,2
999684,5,1.0,4480,2020,1,0.93,53183,84.45,7
205443,4,3.0,4569,1995,2,0.74,54776,0.19,4
811549,3,2.5,4191,1957,1,1.76,72323,0.19,7
521801,3,3.0,4343,1902,1,0.11,21170,37.8,4
331332,2,2.0,1952,1962,0,1.73,92966,76.33,1
680202,3,2.5,2707,1966,2,0.77,57284,5.57,4
999684,3,3.0,3980,2005,2,1.02,19260,0.19,7
987750,1,4.0,1717,2020,3,0.78,17636,51.17,4
508882,3,3.0,3056,1938,2,1.89,46108,67.54,2
999684,3,1.5,3538,1991,1,0.4,25941,29.74,2
999684,1,2.0,3283,1990,0,1.07,78971,32.09,3
948367,2,2.0,840,2001,2,1.34,38355,67.36,3
917918,2,1.0,3557,1980,3,0.19,82836,24.27,7
508214,5,2.0,3500,1902,2,0.56,97719,26.44,4
999684,4,3.0,4264,1957,3,0.98,43733,57.3,4
887244,1,1.5,3273,1921,1,0.58,17444,60.52,5
999684,4,3.5,4997,1955,1,0.62,98598,42.87,7
999684,1,3.0,3961,1998,1,0.87,24610,92.06,7
999684,5,2.0,4997,1973,1,1.41,76036,70.91,4
679747,2,2.5,4427,2004,1,0.87,14554,39.22,4
999684,3,4.0,3410,1975,2,1.64,35545,12.16,7
800429,5,3.0,3817,1916,1,0.52,60139,77.86,3
999684,1,2.5,3388,1902,1,0.38,71971,78.87,4
553188,1,2.5,3220,1968,1,2.0,56059,46.47,7
999684,2,2.5,2336,1955,3,0.7,16771,57.29,4
871685,4,2.0,3903,1927,2,0.35,93035,69.51,6
407543,1,1.0,2305,1902,1,0.12,79468,95.47,1
502883,1,4.0,1328,1936,1,1.64,36055,74.86,7
710157,2,2.5,4244,1955,0,0.88,47202,62.13,5
999684,4,3.0,3486,1986,3,0.92,37700,76.09,6
999684,5,2.5,4997,1969,2,0.97,13567,82.46,8
495086,2,2.0,840,2020,0,1.61,77194,57.11,4
612649,2,2.5,2040,1925,2,0.96,52836,75.74,1
999684,5,1.0,3817,1994,3,2.0,36627,29.85,4
999684,1,4.0,3703,1964,2,1.13,48568,79.13,8
999684,2,1.5,3181,1988,3,1.63,30760,30.09,6
786838,3,1.5,3433,1947,2,1.49,39985,20.29,2
817866,4,2.0,2076,2001,0,1.04,89944,45.61,5
948534,2,3.5,1324,1973,2,0.74,50785,10.69,6
396387,3,2.5,3447,1938,2,1.24,45583,32.15,5
561532,1,1.5,840,1962,1,1.34,43738,60.22,5
148104,2,3.5,2070,1954,2,0.75,34204,57.32,3
987799,4,3.0,4018,1980,0,1.15,88821,67.73,3
853896,2,3.0,1533,1920,3,1.73,26643,68.18,6
696546,3,3.0,4978,1961,1,2.0,80561,60.09,6
999684,4,4.0,4881,1977,0,1.52,47126,24.8,5
248630,2,4.0,840,1964,1,2.0,68126,75.9,4
225636,3,2.0,1950,2011,2,0.72,92424,46.16,7
733579,2,4.0,840,1990,2,1.44,55258,56.24,4
999684,3,3.0,2129,1962,1,1.78,44527,52.32,6
999684,4,3.0,4335,1970,1,0.58,33898,94.65,7
584121,3,1.0,2569,1973,0,0.8,89923,14.92,2
999684,2,2.5,3254,1977,1,2.0,66912,39.44,5
551710,3,1.5,1246,1902,3,0.53,56435,64.62,1
783945,4,3.0,4372,1952,2,0.34,13794,49.95,5
970905,1,3.5,1684,1909,2,1.89,79126,35.37,7
999684,5,1.0,3793,2009,3,1.71,24698,0.19,6
178819,2,2.5,2594,1960,1,1.29,22332,41.06,7
999684,4,3.5,1904,1956,1,1.04,19593,59.75,6
999684,5,2.5,2403,1995,3,0.82,68132,64.97,4
541173,1,3.0,3501,1978,3,1.21,21036,44.48,1
888264,2,3.0,3180,1922,0,1.91,89908,54.44,5
999684,3,3.0,4315,1960,2,1.19,63164,16.4,6
805283,2,2.0,3092,1950,2,2.0,29351,60.53,1
569560,5,1.5,3949,1902,2,0.58,68413,49.59,6
417698,2,1.5,840,1938,1,1.05,28059,54.08,5
721387,2,3.0,2382,1956,1,0.86,37188,43.0,4
999684,3,2.5,3030,1958,1,0.47,77852,55.45,6
972989,1,2.5,4291,1909,1,0.98,91795,67.59,4
693826,2,2.0,3524,2004,2,1.29,21829,56.67,4
999684,3,2.0,4895,1959,0,1.34,83673,0.19,2
176910,2,3.5,3417,1964,1,2.0,34502,57.27,6
999684,3,2.0,2214,1977,0,1.31,37204,38.15,2
157311,2,1.5,2844,1934,3,1.68,11265,28.93,3
628890,1,3.0,2628,1979,3,1.1,45751,88.16,6
325475,3,2.5,1942,1949,1,1.97,97821,22.47,5
305423,5,2.5,3320,1930,1,2.0,34315,25.72,9
999684,3,4.0,2817,1983,2,1.35,57457,0.19,7
752262,3,2.5,4978,2016,3,0.52,56875,90.79,7
826744,4,2.5,1208,1989,2,0.76,70359,74.98,7
849025,1,1.5,3785,1996,1,1.21,53420,39.76,4
885058,5,2.5,2661,1944,0,1.31,43379,66.96,4
645387,3,3.0,1426,1905,0,1.44,74102,0.19,2
334575,5,1.0,4997,2016,2,1.31,64664,63.0,1
999684,2,2.5,3578,2022,1,1.06,80960,24.65,8
688110,5,2.5,4997,2018,2,0.72,85475,97.51,3
206838,4,2.5,4376,1950,1,1.28,69469,59.9,7
624380,4,3.5,4997,1921,0,2.0,44396,53.09,1
999684,3,3.0,3729,1924,0,1.61,23176,25.69,5
999684,3,4.0,2876,1902,3,1.35,75036,25.87,8
709157,5,1.5,4188,1959,2,1.62,17907,66.38,6
826564,3,2.5,4546,2020,3,0.86,13372,25.42,6
576447,1,2.5,1417,1957,2,0.79,37572,24.29,4
999684,1,1.5,1569,1973,1,0.66,34592,89.83,3
969850,3,3.5,2694,2012,3,0.99,23102,57.6,5
752279,3,4.0,850,1948,1,0.83,35642,17.76,2
999684,3,2.5,3227,2022,2,1.71,13139,65.2,5
897962,5,3.0,1566,2022,1,0.8,87179,41.29,8
643549,1,2.5,2410,1958,0,0.63,28643,0.19,2
784059,3,2.0,4095,1942,3,2.0,70117,34.95,7
768854,1,1.0,1778,1988,2,0.82,38780,19.13,8
855065,4,2.0,4997,1950,2,1.14,92203,56.68,4
880365,3,1.0,1320,1921,1,1.3,70332,30.45,5
968513,4,4.0,4842,2009,2,0.45,40632,51.94,4
999684,2,2.5,3510,2006,1,1.73,48493,68.5,4
673131,5,2.0,1731,1968,2,1.4,58352,99.71,7
866754,4,3.0,4997,1917,0,1.9,39408,99.71,7
163929,4,1.5,3344,1918,2,0.69,99838,55.75,6
999684,3,2.0,2016,1966,2,1.11,97157,47.81,7
832001,4,2.5,1742,1945,1,1.08,88755,32.19,6
999684,2,3.5,2442,1950,2,1.2,35939,2.02,2
200928,4,3.0,3269,1999,0,0.27,56880,0.19,8
999684,5,2.5,3901,1989,0,1.12,46843,25.06,3
775935,5,2.5,3423,2012,2,0.29,88314,96.46,5
999684,2,3.0,3460,1927,2,1.25,48930,95.47,7
339044,3,2.5,2600,1950,0,0.11,39870,51.38,1
899615,1,1.5,840,1990,2,0.11,97657,62.71,7
381773,4,2.5,3242,1979,1,1.5,68144,31.91,2
524343,4,1.5,1208,2018,1,0.76,68103,48.45,7
999684,1,2.5,2769,1978,0,0.53,50770,26.97,8
653684,1,2.0,1178,2022,1,1.75,40158,26.92,3
866063,3,4.0,3257,1982,3,1.24,98992,66.95,3
999684,3,2.5,4630,2001,2,1.53,57401,31.89,5
783154,1,1.0,1215,1951,1,0.97,22992,63.49,3
893842,4,2.5,4687,1963,1,2.0,35390,45.08,1
899423,3,3.0,2545,1995,2,0.73,55858,90.14,5
999684,3,4.0,4997,2021,2,2.0,26756,65.22,6
729279,2,2.0,2269,1989,1,1.03,31971,56.35,4
851671,4,1.0,2418,1960,3,0.17,17071,8.14,5
999684,5,3.0,4598,2012,3,1.32,56517,35.2,8
999684,2,1.0,2185,1902,2,1.23,94811,47.87,4
999684,2,2.0,1701,1911,2,0.49,16586,50.89,4
999684,4,2.0,2850,1987,2,0.56,29703,68.41,5
327724,2,2.5,2651,1963,2,1.05,86177,55.25,4
999684,3,3.0,4664,1984,3,1.25,46735,19.57,4
311032,4,2.0,1208,1965,3,0.11,76358,66.37,9
894456,1,2.0,2374,1983,0,1.63,49648,36.04,5
529819,5,2.5,4524,1933,0,0.79,22129,30.68,4
884265,3,2.5,3293,1983,1,0.34,91079,17.57,9
999684,2,2.5,4267,1998,3,1.57,46656,39.21,8
999684,3,3.0,2974,2006,0,1.05,39665,33.28,7
952877,3,3.0,2842,2022,2,1.72,23499,82.74,3
999684,1,3.0,3053,1971,2,1.3,85888,41.62,9
956118,5,3.0,3897,1972,3,1.06,29654,64.64,1
597638,3,1.0,2597,1908,2,0.98,85653,0.19,1
999684,4,2.5,4036,1943,0,1.32,96613,70.75,6
999684,4,3.0,2642,1956,0,0.84,79529,67.79,4
284028,1,3.0,1617,2000,0,0.6,28982,7.41,1
988940,4,2.0,2791,1941,1,1.39,91848,24.22,5
999684,3,2.0,4677,1991,1,0.98,89874,30.23,5
577488,4,2.0,1208,1962,0,1.08,40173,43.48,5
999684,1,3.0,2818,1956,3,1.65,47525,29.03,6
734614,3,3.5,3103,1971,0,1.0,37328,42.27,4
662707,2,2.0,840,1948,3,1.07,21360,68.14,5
809955,4,3.5,3790,1947,3,0.74,32625,33.25,9
809029,4,2.5,3988,1902,3,1.29,54894,57.88,8
367962,2,2.5,3408,1954,1,1.25,26471,54.37,5
201171,2,2.5,840,1945,2,1.55,49883,0.19,7
999684,3,3.0,4693,1944,0,0.75,12703,26.06,7
399588,2,2.5,1824,1978,3,0.81,86687,77.7,3
478265,4,4.0,4240,1986,1,1.49,61570,23.56,6
187922,2,1.5,3589,1971,1,1.2,79683,18.49,6
493664,1,3.0,1301,1998,0,0.57,75524,79.14,7
283590,2,2.0,3492,1983,0,1.77,44515,53.74,3
999684,1,1.5,1887,1952,0,0.14,83768,91.27,5
926354,1,2.5,840,1946,3,1.48,25151,35.94,3
551123,1,2.5,3740,1974,1,0.38,85866,83.93,6
999684,3,4.0,2138,1983,1,2.0,59190,23.73,3
999684,5,2.5,2759,2013,2,0.23,86812,0.19,4
666410,3,1.5,2582,2005,3,1.68,66195,68.7,5
156328,2,2.5,3029,1943,3,1.02,74108,65.82,3
999684,4,1.0,3352,1959,0,0.86,28535,68.69,1
281994,2,2.5,3358,1987,0,1.16,53050,43.37,8
140807,2,2.5,1106,2001,3,1.4,42976,91.55,3
986921,1,3.0,1461,1996,3,0.57,10599,74.24,1
999684,1,3.5,2208,1960,2,0.62,67948,73.07,2
999684,2,2.0,4649,1917,0,1.41,69867,52.82,5
999684,3,2.5,2927,1927,3,0.14,13709,10.54,9
999684,3,2.0,4357,1972,1,0.74,34110,51.27,5
999684,2,1.5,2750,1975,1,2.0,59365,59.67,7
881424,2,2.5,2127,1923,3,0.54,15723,99.71,4
913403,4,1.5,3126,1964,2,1.68,65704,56.98,6
818144,1,2.0,2146,1985,0,0.74,37394,19.2,5
794727,4,1.5,4141,1921,1,1.33,74120,62.77,7
530928,2,3.0,4344,2002,2,1.41,20316,85.52,2
638647,2,4.0,3134,1949,2,1.67,32622,98.51,5
195761,1,1.5,3763,2008,2,0.95,34844,46.24,6
656357,2,1.0,1554,1943,3,2.0,61560,43.57,6
373777,4,2.5,2926,1926,1,0.74,69921,8.69,2
338172,4,2.5,2556,1946,2,1.19,31162,31.95,4
924077,4,2.5,3796,1959,0,1.19,38833,61.78,7
999684,4,2.0,2992,1949,1,0.45,27206,5.45,6
999684,1,2.5,3217,1955,2,0.91,61747,99.71,9
161695,2,3.0,1594,1975,1,1.15,85827,39.05,4
363540,2,3.5,2756,1956,1,0.83,87195,52.79,1
999684,5,1.0,4598,1960,0,2.0,65387,59.17,4
275623,1,2.0,840,1902,3,0.61,35226,81.83,1
849995,4,2.5,4997,1977,2,1.7,16500,57.0,7
999684,4,1.5,3083,1959,2,1.52,11634,18.57,5
398986,5,4.0,1566,2020,0,1.05,24059,61.46,6
779226,2,2.0,2893,1929,1,0.59,80350,81.77,7
275370,4,2.5,3460,1902,1,0.65,14076,23.56,8
548852,5,3.0,3681,1985,1,0.78,48210,72.35,1
915222,2,2.0,3887,1975,1,0.11,35931,56.64,1
158869,1,1.0,3238,1926,1,0.52,42007,52.06,3
853620,1,2.0,2702,1907,2,0.26,32744,30.89,4
928604,4,3.5,3958,2018,0,1.79,40396,42.92,6
995402,1,2.0,2222,2013,3,1.39,98619,61.95,5
921718,2,1.5,4649,1902,2,1.48,59954,37.11,6
999684,4,3.5,1656,1946,1,1.38,76038,21.13,1
917724,3,2.0,3229,2022,3,1.15,22756,19.95,3
611451,4,2.0,3498,1945,0,1.85,89798,57.41,4
864955,3,2.5,4033,1945,1,0.73,20605,63.41,5
945737,5,3.0,2772,1952,1,1.12,32416,47.37,4
604993,2,4.0,840,1922,3,1.46,66558,99.71,6
715348,2,3.0,2892,1902,1,0.35,47487,0.36,2
530481,2,3.5,3040,2000,2,2.0,12870,60.25,4
594129,4,2.0,4997,1902,1,1.08,14758,0.19,6
230910,4,1.5,1905,1971,2,1.14,48736,46.33,6
999684,4,2.5,4798,1994,3,1.74,87195,56.52,4
322277,5,2.5,4997,1910,3,1.55,75138,44.24,4
461494,1,1.5,1896,1929,1,1.08,60250,0.19,4
501345,5,2.5,2238,2006,2,1.13,50558,46.58,4
999684,5,3.0,3293,1982,2,0.25,63092,49.4,4
643137,4,3.0,3437,1940,2,0.76,85121,75.16,4
999684,5,3.0,4451,2006,3,1.34,65604,8.24,6
488132,1,2.5,1641,2006,3,1.3,47039,90.81,6
999684,2,2.0,4560,1972,1,1.72,79859,0.19,2
424852,2,2.0,1375,1930,2,0.99,58745,12.01,9
999684,4,1.5,1346,1948,1,0.31,15461,54.39,4
353556,1,4.0,3667,1973,0,1.63,50831,58.26,6
697188,4,2.5,1208,1956,1,1.84,61137,92.85,2
999684,5,2.5,3535,1996,1,1.55,44030,54.88,9
999684,4,1.5,4997,1907,0,0.97,15731,46.4,7
661657,3,4.0,3048,1909,2,1.62,31500,62.12,6
676047,2,1.5,1367,1969,0,2.0,85439,0.19,5
724712,2,2.0,2636,1945,3,1.12,43117,20.31,1
821504,5,3.0,3718,1940,3,0.35,41174,15.48,9
999684,4,3.0,3612,1902,1,0.74,43208,76.73,7
999684,3,3.5,3853,1963,2,1.4,94728,86.75,4
483650,2,4.0,1465,1961,2,0.19,89435,99.71,6
274240,1,3.0,4291,1986,1,1.15,94482,65.72,2
664389,1,1.5,2639,1965,2,1.27,78688,75.0,1
999684,5,2.0,4646,1958,1,1.89,35960,52.02,5
439797,1,2.5,1597,2005,1,1.77,20247,34.94,3
999684,3,4.0,4597,1915,2,1.53,36038,18.24,4
999684,4,1.0,3114,1982,0,0.11,37770,15.66,5
497737,1,3.5,2678,1902,2,1.56,82485,9.84,2
859969,3,2.5,1949,1932,2,1.44,74654,70.37,5
999684,4,3.0,2231,1919,2,1.2,77741,37.52,2
765821,3,2.5,3884,1991,1,0.13,67773,28.49,8
751649,5,1.5,3249,1960,3,0.64,93391,0.19,5
515491,1,3.0,1328,1962,1,0.43,62633,23.03,7
347776,5,3.0,3011,1923,2,0.11,29564,41.05,1
608393,3,3.5,3896,1952,3,1.06,88669,5.09,7
297973,4,2.5,2670,1935,1,0.63,28114,99.71,9
863386,4,2.0,3280,1976,2,2.0,42803,10.73,5
445262,2,1.0,2722,1927,1,0.97,69341,82.5,6
766336,3,3.0,850,2010,3,1.76,33545,45.85,4
144345,1,3.0,840,1902,1,0.21,72759,33.01,6
999684,4,1.5,3822,1933,3,0.77,86488,42.14,9
999684,3,2.0,2183,2022,1,1.11,78071,49.72,9
189426,4,2.0,4681,1947,1,0.57,63866,55.84,6
968457,5,1.0,4932,1915,2,0.83,80499,21.05,2
999684,4,1.5,4278,1970,1,0.94,88243,65.42,7
343859,3,1.5,4997,1945,2,0.93,73153,41.28,2
999684,2,2.0,2605,1932,0,2.0,22860,10.99,3
918381,2,2.0,3479,1923,2,1.26,89783,37.0,4
579101,5,1.0,3081,2022,1,1.32,92946,90.19,9
927527,5,4.0,4997,1953,0,1.35,27670,55.64,9
999684,3,3.5,4997,1902,1,1.39,94766,49.45,8
926611,3,2.0,3077,2016,1,1.02,51280,37.87,7
999684,2,2.5,3166,1984,1,0.89,99694,40.13,3
483507,5,3.0,4997,1935,0,1.15,71439,55.66,6
886752,4,3.5,3245,1929,2,1.68,89423,41.68,9
250502,5,1.5,2995,1987,3,1.67,45061,62.39,6
809594,2,3.5,3747,1954,2,0.93,60764,58.63,8
375161,2,2.0,2798,1902,2,1.47,33810,14.97,1
570262,3,1.5,3281,2022,3,0.95,55588,64.52,7
999684,4,3.0,2425,1947,3,1.08,25933,21.84,2
999684,3,3.5,1013,2016,3,0.8,40034,20.65,5
999684,2,4.0,2986,2009,1,0.96,11947,48.59,9
389232,4,1.5,4500,1926,1,1.78,29715,56.75,6
721565,4,3.0,3151,2000,2,1.11,40956,67.02,7
999684,2,2.0,4418,1939,2,1.13,97180,0.19,5
690720,5,3.0,2939,1902,2,0.28,90846,72.04,1
999684,5,1.0,2520,1947,3,0.89,97986,61.2,3
999684,3,1.5,2982,1977,2,0.93,26303,28.42,7
855249,3,2.0,2964,1946,2,0.61,34031,42.52,6
770488,4,2.5,4339,1951,0,1.07,97389,55.02,9
840345,2,2.0,1780,2004,3,0.83,27977,0.19,5
827403,3,3.0,4695,1966,1,1.1,52707,13.3,3
999684,1,3.5,4291,1932,1,1.13,24465,82.75,5
999684,4,3.0,3374,1988,1,0.54,85761,31.98,8
485138,1,4.0,3837,1970,1,0.84,26640,46.85,1
242763,5,3.0,2518,1902,1,1.1,41535,45.96,6
173523,2,1.5,3987,1978,1,1.7,49280,69.89,2
999684,3,3.5,4312,1977,0,1.2,12991,37.61,6
398221,2,2.0,3735,1963,1,0.7,27801,40.05,7
183386,3,3.5,3044,1995,3,1.28,99680,54.81,7
832959,5,4.0,1566,1938,2,1.98,17965,73.7,9
999684,1,3.0,1581,1975,3,1.56,23730,82.81,6
736501,5,1.0,3032,1906,3,1.36,39553,40.14,6
999684,3,1.5,1895,1977,3,1.45,18301,35.19,7
827623,1,3.5,2492,2022,0,1.84,28936,45.11,3
618285,1,2.5,1847,1927,0,1.64,24155,87.76,5
977479,5,2.5,2795,1935,1,1.37,96653,71.73,1
584361,2,3.0,1441,1937,1,1.64,58848,35.51,6
764386,1,3.0,1493,1967,1,0.48,12042,2.85,1
995467,5,2.5,4997,1924,1,0.25,28565,81.19,7
526079,3,2.5,2274,1978,2,1.14,57602,84.42,9
999684,2,2.0,2090,1993,2,1.1,47260,17.34,6
744267,3,3.0,2518,1982,1,0.77,46326,36.5,7
451639,1,3.0,2751,1902,0,1.51,52581,74.56,8
999684,5,2.0,4323,1998,0,0.11,13658,60.43,4
405356,5,3.5,1566,1996,1,0.77,91855,0.19,2
969210,4,2.5,4639,1992,1,0.8,94614,16.84,5
864519,3,1.5,4776,1976,0,0.18,47548,66.06,3
999684,5,2.0,2526,1970,1,1.87,29668,56.49,5
932321,3,1.5,1903,2000,0,0.33,50285,68.49,6
735556,1,2.0,1809,2022,1,0.74,32546,71.79,4
961209,4,3.5,2519,1928,0,1.55,47874,56.28,3
999684,5,2.0,4046,2001,1,1.41,61318,61.42,1
836371,1,2.5,840,1959,0,0.46,47165,32.92,5
667953,2,2.0,1371,1958,1,1.43,72970,52.61,4
289307,4,2.0,4997,1907,1,1.22,66820,58.34,4
333476,3,1.0,1955,1952,3,2.0,55411,98.43,7
756405,2,2.5,4188,1927,2,1.28,90358,25.58,9
566132,5,2.5,4202,1946,1,0.98,95312,70.16,4
609023,5,3.0,1620,1923,1,0.6,85998,45.99,6
835232,3,2.5,3820,1946,2,0.66,46479,70.76,6
985880,2,1.5,2564,1948,2,0.61,49906,45.85,8
643638,1,3.5,1803,1966,2,1.8,83198,83.22,3
897567,3,2.5,3355,1904,3,1.07,82940,27.94,3
793477,5,2.5,4345,1910,2,1.37,52605,53.41,3
174652,4,2.5,4265,1976,3,1.88,19542,61.97,1
460812,3,2.0,4468,1934,2,0.11,91440,29.7,5
736572,2,2.5,3191,2001,2,1.75,37774,58.09,2
264699,1,3.0,840,1971,1,1.09,18556,78.31,6
966510,4,1.0,2855,1984,1,1.29,56123,47.39,1
999684,4,2.0,4997,2013,2,0.61,88342,70.93,5
999684,1,2.0,3211,1951,2,0.65,52586,29.91,4
799010,5,2.5,4997,1942,2,1.32,24864,17.75,4
999684,4,3.5,4997,1994,3,2.0,68989,69.34,8
920694,5,2.0,4067,1981,0,1.6,66093,33.22,3
674370,1,2.0,2706,1956,0,1.74,43749,1.05,6
549736,1,2.0,2303,2013,2,0.96,69739,27.43,3
571748,3,2.0,989,1955,1,0.74,52996,88.12,9
640142,4,2.0,3442,1964,3,0.64,27305,79.85,5
999684,5,3.0,4997,1963,2,0.8,87474,17.06,7
845128,4,1.5,2705,1929,1,0.11,26318,7.24,7
876912,3,3.0,3554,1965,1,0.67,62810,37.54,8
999684,1,1.0,3362,2013,1,0.76,95915,79.27,5
999684,5,2.0,2693,1979,2,0.97,47820,43.68,2
999684,2,2.0,2166,1964,2,1.13,71800,43.92,6
211036,5,4.0,2564,1957,1,1.26,80942,31.64,6
149527,3,2.0,2082,1974,1,1.05,30661,41.5,1
999684,5,1.0,2242,1989,3,0.75,93394,73.72,1
261264,4,1.0,2346,1984,3,0.11,40816,51.77,7
841547,3,2.5,4756,1951,2,0.75,22850,43.51,9
297123,2,3.0,1612,1974,0,0.53,88137,68.05,5
177306,2,3.0,2855,1980,2,1.31,75057,51.38,7
901098,4,2.5,2821,1926,3,1.55,49866,76.68,5
999684,3,3.5,4469,1969,3,1.57,36644,29.74,5
558898,2,2.0,4269,1902,2,1.47,62919,57.15,5
184184,3,3.0,4093,1980,3,0.99,37428,74.87,5
599330,3,1.0,3428,1986,2,0.78,68491,94.04,6
912416,1,1.5,2071,1989,2,0.66,43380,17.83,4
204983,4,1.0,1999,1948,1,0.25,82822,44.32,8
967222,2,2.0,4649,1974,2,1.6,85604,11.43,2
807843,1,2.5,1440,2014,3,0.97,85341,21.4,9
999684,1,2.5,3138,2013,1,0.39,13017,49.85,5
910438,1,2.5,3611,1961,1,0.61,96708,0.19,5
353240,1,1.5,1684,1968,2,0.59,19926,61.39,3
999684,2,2.5,3943,2002,1,1.08,54508,65.36,6
742086,5,1.0,4690,1908,2,1.64,33486,47.12,4
865581,2,3.5,4649,1951,1,0.87,39511,25.12,4
457078,3,2.0,2503,2011,3,0.11,20002,42.3,7
590817,4,2.0,1886,1998,0,0.96,58586,99.71,8
416966,3,4.0,2459,1976,3,0.98,78737,34.34,2
714261,3,1.5,3312,1908,1,0.94,74668,26.64,7
999684,1,1.5,2416,1961,0,0.72,37048,0.19,8
229821,5,1.5,3309,1941,2,1.18,50324,79.37,1
152179,5,2.5,1566,1974,1,1.1,76877,13.61,3
999684,1,3.0,2908,1933,0,1.05,89517,51.86,8
710746,1,3.0,4291,1926,0,1.28,84232,99.71,6
532128,3,4.0,3616,1902,2,0.83,24525,59.95,9
999684,2,1.0,3431,2006,3,0.8,62634,59.63,5
582013,4,3.0,4103,1948,2,1.81,71491,39.94,4
999684,2,2.0,3178,1968,2,1.36,15565,58.35,9
999684,5,2.0,4890,1962,2,1.51,90483,51.5,3
598473,5,2.0,4250,1924,1,1.72,82053,64.88,4
999684,3,1.5,2689,1917,0,1.34,24287,0.19,7
511289,4,4.0,2471,1926,0,1.56,87365,60.25,7
999684,5,3.0,3481,1936,1,0.21,12422,61.8,3
895303,2,2.5,3079,1976,1,1.17,39060,99.71,6
999684,2,3.5,2327,1934,2,0.96,51633,49.2,4
999684,3,1.0,3438,2022,2,1.97,81521,55.7,1
879233,4,1.5,3944,1999,2,1.56,23790,60.73,4
515236,3,1.0,4056,1992,1,0.72,35168,61.54,1
999684,1,2.0,3877,1958,0,1.26,34019,13.8,3
516986,2,2.5,2798,2017,2,1.15,53739,72.88,2
